0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,19.971654503289038
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,17.975489572948046
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,17.977122796728317
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,17.934182313377928
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,17.956990384890577
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,19.9499952000242
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.76164161008049
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.797168298222932
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.792284271535635
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.753630000386455
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16.828082006471654
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.38688916714721
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.226288065204287
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.749979958872203
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11.030565657621386
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-11.62258431905394
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.872657033731697
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-29.855608747137012
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-18.241258429367406
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5607708402632148
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16.357980832677445
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,5.5312758552567285
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5.622177296296882
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,3.4540740239365038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3.9970970624715347
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.942145543546827
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4.496608643065578
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.7540368384000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.374678554686053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5.759164537510802
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.953397558362263
